"Analysis Type","NCBI BioProject ID (Strain 1)","Strain 1","GI (Strain 1)","Locus Tag (Strain 1)","NCBI RefSeq Accession (Strain 1)","Description (Strain 1)","NCBI BioProject ID (Strain 2)","Strain 2","GI (Strain 2)","Locus Tag (Strain 2)","NCBI RefSeq Accession (Strain 2)","Description (Strain 2)","Inparalogs","Strain 1 Inparalogs (Locus Tag/Name)","Strain 2 Inparalogs (Locus Tag/Name)","Ortholuge Class"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080320","BSU32680","NP_391147.1","iron-sulfur cluster assembly scaffold protein","58531","Escherichia coli 536","110642694","ECP_2534","WP_000331707.1","scaffold protein","","","","Non-SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080321","BSU32690","NP_391148.1","cysteine desulfurase","58531","Escherichia coli 536","110641801","ECP_1627","WP_000144584.1","bifunctional cysteine desulfurase/selenocysteine lyase","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080323","BSU32710","NP_391150.1","sulfur mobilizing ABC protein, ATPase","58531","Escherichia coli 536","110641803","ECP_1629","WP_000948882.1","cysteine desulfurase ATPase component","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080325","BSU32730","NP_391152.1","methionine ABC transporter, substrate binding lipoprotein","58531","Escherichia coli 536","110644008","ECP_3866","WP_000779409.1","cytoplasmic membrane lipoprotein-28","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080325","BSU32730","NP_391152.1","methionine ABC transporter, substrate binding lipoprotein","58531","Escherichia coli 536","110640418","ECP_0207","WP_000874226.1","DL-methionine transporter substrate-binding subunit","1","","ECP_3866[cytoplasmic membrane lipoprotein-28]",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080326","BSU32740","NP_391153.1","methionine ABC transporter permease","58531","Escherichia coli 536","110640419","ECP_0208","WP_001294595.1","DL-methionine transporter permease subunit","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080327","BSU32750","NP_391154.1","methionine ABC transporter ATP-binding protein","58531","Escherichia coli 536","110640420","ECP_0209","WP_000593991.1","DL-methionine transporter ATP-binding subunit","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080332","BSU32800","NP_391159.1","glycine cleavage system protein H","58531","Escherichia coli 536","110643052","ECP_2897","WP_001298504.1","glycine cleavage system protein H","","","","Borderline-SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080333","BSU32810","NP_391160.1","oxidoreductase","58531","Escherichia coli 536","110643739","ECP_3592","WP_000065793.1","arsenate reductase","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080335","BSU32830","NP_391162.1","acetyl-CoA acetyltransferase","58531","Escherichia coli 536","110644189","ECP_4058","WP_000438744.1","3-ketoacyl-CoA thiolase","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080344","BSU32920","NP_391171.1","LysR family transcriptional regulator","58531","Escherichia coli 536","110641688","ECP_1510","WP_000366517.1","transcriptional regulator YneJ","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080346","BSU32940","NP_391173.1","iron(III -siderophore transporter ATP binding component","58531","Escherichia coli 536","110640819","ECP_0620","WP_000140634.1","iron-enterobactin transporter ATP-binding protein","2","BSU07490[iron-dicitrate ABC transporter ATP-binding protein];BSU33290[ferrichrome ABC transporter ATP-binding protein]","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080351","BSU32990","NP_391178.1","metalloregulation DNA-binding stress protein","58531","Escherichia coli 536","110641016","ECP_0826","WP_000100800.1","DNA starvation/stationary phase protection protein Dps","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","50812291","BSU33000","NP_391180.2","HtrA-like serine protease","58531","Escherichia coli 536","110640382","ECP_0171","WP_000753942.1","serine endoprotease","2","","ECP_3318[serine endoprotease];ECP_3317[serine endoprotease]","SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","50812291","BSU33000","NP_391180.2","HtrA-like serine protease","58531","Escherichia coli 536","110643468","ECP_3317","WP_011579215.1","serine endoprotease","","","","SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","50812291","BSU33000","NP_391180.2","HtrA-like serine protease","58531","Escherichia coli 536","110643469","ECP_3318","WP_000497726.1","serine endoprotease","","","","SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080357","BSU33040","NP_391184.1","fumarate hydratase","58531","Escherichia coli 536","110641733","ECP_1555","WP_001099099.1","fumarate hydratase","","","","SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080361","BSU33080","NP_391188.1","two-component response regulator YvqE responding to cell wall stress","58531","Escherichia coli 536","110642402","ECP_2233","WP_001113641.1","transcriptional regulator NarP","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080362","BSU33090","NP_391189.1","two-component sensor histidine kinase YvqC sensing cell wall stress","58531","Escherichia coli 536","110641453","ECP_1271","WP_000918063.1","nitrate/nitrite sensor protein NarX","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080370","BSU33170","NP_391197.1","vitamin B12 permease","58531","Escherichia coli 536","110643751","ECP_3604","WP_000910399.1","putative permease of iron compound ABC transport system","","","","SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080371","BSU33180","NP_391198.1","lipoprotein binding vitamin B12","58531","Escherichia coli 536","110643747","ECP_3600","WP_001363063.1","putative periplasmic binding protein (putative hemin binding protein)","","","","SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","50812293","BSU33270","NP_391208.2","ABC transporter ATP-binding protein","58531","Escherichia coli 536","110641080","ECP_0894","WP_000188148.1","macrolide transporter ATP-binding /permease protein","1","BSU14360[ABC transporter ATP-binding protein]","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080383","BSU33290","NP_391210.1","ferrichrome ABC transporter ATP-binding protein","58531","Escherichia coli 536","110640819","ECP_0620","WP_000140634.1","iron-enterobactin transporter ATP-binding protein","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080385","BSU33310","NP_391212.1","ferrichrome ABC transporter permease","58531","Escherichia coli 536","110640821","ECP_0622","WP_001298333.1","iron-enterobactin transporter membrane protein","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080386","BSU33320","NP_391213.1","ferrichrome ABC transporter ferrichrome-binding lipoprotein","58531","Escherichia coli 536","110643271","ECP_3117","WP_001296418.1","iron ABC transporter substrate-binding protein","2","BSU08440[iron(III) dicitrate transporter binding lipoprotein];BSU10330[iron(III) dicitrate-binding lipoprotein]","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080387","BSU33330","NP_391214.1","lysine permease","58531","Escherichia coli 536","110641727","ECP_1549","WP_000412374.1","putative arginine/ornithine antiporter","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080388","BSU33350","NP_391215.1","membrane hydrolase","58531","Escherichia coli 536","110641849","ECP_1675","WP_001327813.1","hypothetical protein","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080389","BSU33360","NP_391216.1","exported enzyme and transporter","58531","Escherichia coli 536","110641672","ECP_1494","WP_001296072.1","putative sulfatase YdeN precursor","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080391","BSU33380","NP_391218.1","molybdate-binding lipoprotein","58531","Escherichia coli 536","110640965","ECP_0775","WP_000113014.1","molybdate transporter periplasmic protein","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","255767763","BSU33390","NP_391219.2","molybdenum transport permease","58531","Escherichia coli 536","110640966","ECP_0776","WP_000604037.1","molybdate ABC transporter permease protein","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080393","BSU33400","NP_391220.1","glyoxal/methylglyoxal reductase","58531","Escherichia coli 536","110643249","ECP_3095","WP_000013129.1","2,5-diketo-D-gluconate reductase A","1","BSU29050[aldo/keto reductase]","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080395","BSU33420","NP_391222.1","Na+/H+ antiporter","58531","Escherichia coli 536","110644794","ECP_4687","WP_001298060.1","putative Na(+)/H(+) exchanger YjcE","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080395","BSU33420","NP_391222.1","Na+/H+ antiporter","58531","Escherichia coli 536","110644413","ECP_4294","WP_000402206.1","putative sodium/hydrogen exchanger family protein YjcE","1","","ECP_4687[putative Na(+)/H(+) exchanger YjcE]",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080396","BSU33430","NP_391223.1","sulfite reductase subunit beta","58531","Escherichia coli 536","110642897","ECP_2737","WP_001290708.1","sulfite reductase subunit beta","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080397","BSU33440","NP_391224.1","sulfite reductase flavoprotein alpha-subunit","58531","Escherichia coli 536","110642898","ECP_2738","WP_000211914.1","sulfite reductase subunit alpha","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080399","BSU33460","NP_391226.1","integral inner membrane protein","58531","Escherichia coli 536","110643887","ECP_3744","WP_000924289.1","hypothetical protein","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","255767764","BSU33490","NP_391229.2","copper(I)-transporting ATPase","58531","Escherichia coli 536","110643709","ECP_3562","WP_000106597.1","zinc/cadmium/mercury/lead-transporting ATPase","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080405","BSU33520","NP_391232.1","repressor of copper utilisation proteins","58531","Escherichia coli 536","110640626","ECP_0422","WP_001141271.1","regulator protein FrmR","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080406","BSU33530","NP_391233.1","oxidoreductase","58531","Escherichia coli 536","110641746","ECP_1568","WP_001282531.1","putative oxidoreductase","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080407","BSU33540","NP_391234.1","azoreductase","58531","Escherichia coli 536","110641597","ECP_1417","WP_000048941.1","azoreductase","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080408","BSU33550","NP_391235.1","integral inner membrane protein","58531","Escherichia coli 536","110643598","ECP_3449","WP_001298205.1","hypothetical protein","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080413","BSU33600","NP_391240.1","SsrA-binding protein","58531","Escherichia coli 536","110642780","ECP_2620","WP_000162575.1","SsrA-binding protein","","","","Borderline-SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080414","BSU33610","NP_391241.1","ribonuclease R","58531","Escherichia coli 536","110644536","ECP_4424","WP_000076340.1","exoribonuclease R","","","","SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080417","BSU33640","NP_391244.1","hydrolase","58531","Escherichia coli 536","110643645","ECP_3498","WP_001060083.1","carboxylesterase BioH","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080420","BSU33670","NP_391247.1","transcriptional repressor","58531","Escherichia coli 536","110641376","ECP_1194","WP_000361106.1","transcriptional regulator","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080422","BSU33690","NP_391249.1","methyl-accepting transducer","58531","Escherichia coli 536","110644790","ECP_4683","WP_000919563.1","methyl-accepting chemotaxis protein I","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080423","BSU33700","NP_391250.1","choline ABC transporter permease","58531","Escherichia coli 536","110642337","ECP_2167","WP_000783149.1","ABC transporter permease","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080424","BSU33710","NP_391251.1","choline ABC transporter choline-binding lipoprotein","58531","Escherichia coli 536","110642340","ECP_2170","WP_001131270.1","hypothetical protein","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080425","BSU33720","NP_391252.1","choline ABC transporter permease","58531","Escherichia coli 536","110642337","ECP_2167","WP_000783149.1","ABC transporter permease","3","BSU33700[choline ABC transporter permease];BSU33800[glycine betaine/carnitine/choline/choline sulfate ABC transporter permease];BSU33820[glycine betaine/carnitine/choline/choline sulfate ABC transporter permease]","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080426","BSU33730","NP_391253.1","choline ABC transporter ATP-binding protein","58531","Escherichia coli 536","110642338","ECP_2168","YP_670068.1","ABC transporter ATP-binding protein","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080433","BSU33800","NP_391260.1","glycine betaine/carnitine/choline/choline sulfate ABC transporter permease","58531","Escherichia coli 536","110642337","ECP_2167","WP_000783149.1","ABC transporter permease","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080434","BSU33810","NP_391261.1","glycine betaine/carnitine/choline/choline sulfate ABC transporter osmoprotectant-binding lipoprotein","58531","Escherichia coli 536","110642340","ECP_2170","WP_001131270.1","hypothetical protein","1","BSU33710[choline ABC transporter choline-binding lipoprotein]","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080435","BSU33820","NP_391262.1","glycine betaine/carnitine/choline/choline sulfate ABC transporter permease","58531","Escherichia coli 536","110642337","ECP_2167","WP_000783149.1","ABC transporter permease","","","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080436","BSU33830","NP_391263.1","glycine betaine/carnitine/choline/choline sulfate ABC transporter ATP-binding protein","58531","Escherichia coli 536","110642338","ECP_2168","YP_670068.1","ABC transporter ATP-binding protein","1","BSU33730[choline ABC transporter ATP-binding protein]","",""
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080438","BSU33850","NP_391265.1","integral inner membrane protein","58531","Escherichia coli 536","110641470","ECP_1288","WP_000616773.1","hypothetical protein","","","","SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080443","BSU33900","NP_391270.1","phosphopyruvate hydratase","58531","Escherichia coli 536","110642920","ECP_2760","WP_000036723.1","phosphopyruvate hydratase","","","","SSD"
"ortholuge","57675","Bacillus subtilis subsp. subtilis str. 168","16080444","BSU33910","NP_391271.1","phosphoglyceromutase","58531","Escherichia coli 536","110643856","ECP_3713","WP_000116566.1","phosphoglyceromutase","","","","SSD"
